Book,Sentence
Book 2,"Yeah,	I’m	on	social	media,	and	in
the	spotlight	from	time	to	time,	but	I	am	not	a	Hollywood	person."
Book 2,"I	get	my
strength	from	a	very	dark	place,	and	Nandor’s	gym	wasn’t	a	phony-ass,	happy
factory."
Book 2,"It	was	dark,	sweaty,	painful,	and	real."
Book 2,"I	called	him	the	very	next	day	and
asked	if	I	could	come	back	to	train	and	make	another	run	at	the	record."
Book 2,"I’d	taken
a	lot	of	his	time	and	energy	and	left	behind	a	mess,	so	I	had	no	idea	how	he’d
respond."
Book 2,"“Yeah,	motherfucker,”	he	said."
Book 2,"“Let’s	go!”	It	meant	a	lot	to	have	his	support
again."
Book 2,Another	positive	was	how	I	handled	my	second	meltdown.
Book 2,"I	was	off	the	mat	and
on	the	comeback	trail	before	I	even	saw	the	ER	doc."
Book 2,"That’s	where	you	want	to
be."
Book 2,"You	can’t	let	a	simple	failure	derail	your	mission,	or	let	it	worm	so	far	up
your	ass	it	takes	over	your	brain	and	sabotages	your	relationships	with	people
who	are	close	to	you."
Book 2,"Everyone	fails	sometimes	and	life	isn’t	supposed	to	be	fair,
much	less	bend	to	your	every	whim.Luck	is	a	capricious	bitch."
Book 2,"It	won’t	always	go	your	way,	so	you	can’t	get	trapped
in	this	idea	that	just	because	you’ve	imagined	a	possibility	for	yourself	that	you
somehow	deserve	it."
Book 2,Your	entitled	mind	is	dead	weight.
Book 2,Cut	it	loose.
Book 2,"Don’t	focus
on	what	you	think	you	deserve."
Book 2,"Take	aim	on	what	you	are	willing	to	earn!	I
never	blamed	anyone	for	my	failures,	and	I	didn’t	hang	my	head	in	Nashville."
Book 2,"I
stayed	humble	and	sidestepped	my	entitled	mind	because	I	knew	damn	well	I
hadn’t	earned	my	record."
Book 2,"The	scoreboard	does	not	lie,	and	I	didn’t	delude	myself
otherwise."
Book 2,"Believe	it	or	not,	most	people	prefer	delusion."
Book 2,"They	blame	others	or
bad	luck	or	chaotic	circumstance."
Book 2,"I	didn’t,	which	was	positive."
Book 2,"I	listed	most	of	the	equipment	we	used	on	the	positive	side	of	the	AAR,	as	well."
Book 2,"The	tape	and	chalk	worked,	and	even	though	the	bar	tore	me	the	fuck	up,	it	also
got	me	700	additional	pull-ups,	so	I	was	headed	in	the	right	direction."
Book 2,"Another
positive	was	the	support	of	Nandor’s	Crossfit	community."
Book 2,"It	felt	great	to	be
surrounded	by	such	intense,	respectful	people,	but	this	time	I’d	need	to	cut	the
number	of	volunteers	in	half."
Book 2,I	wanted	as	little	buzz	in	that	room	as	possible.
Book 2,"After	listing	out	all	the	plusses,	it	was	time	to	kick	the	tires	on	my	mindset,	and
if	you’re	doing	your	post-faceplant	due	diligence,	you	should	do	that	too."
Book 2,"That
means	checking	yourself	on	how	and	what	you	were	thinking	during	the
preparation	and	execution	phases	of	your	failure."
Book 2,"My	commitment	to	preparation
and	determination	in	the	fight	are	always	there."
Book 2,"They	didn’t	waver,	but	my	belief
was	shakier	than	I	cared	to	admit,	and	as	I	prepared	for	my	third	go	’round	it	was
imperative	to	move	beyond	doubt."
Book 2,"That	wasn’t	easy	because	after	my	second	failure	in	as	many	attempts,	the
doubters	were	everywhere	online."
Book 2,"The	record	holder,	Stephen	Hyland,	was	light
and	spidery	strong	with	thick,	muscular	palms."
Book 2,"He	was	the	perfect	build	for	the
pull-up	record,	and	everyone	was	telling	me	I	was	just	too	big,	my	form	was	too
brutal,	and	that	I	should	stop	trying	to	go	for	it	before	I	hurt	myself	even	worse."
Book 2,They	pointed	to	the	scoreboard	that	doesn’t	lie.
Book 2,"I	was	still	over	800	pull-ups
away	from	the	record."
Book 2,"That’s	more	than	I	gained	between	my	first	and	second
attempts."
Book 2,"From	the	beginning	some	of	them	had	predicted	my	hands	would	give
out,	and	when	that	truth	revealed	itself	in	Nashville	it	presented	a	big	mental
hurdle."
Book 2,Part	of	me	wondered	if	those	motherfuckers	were	right.
Book 2,"If	I	was	trying	to
achieve	the	impossible."
Book 2,Then	I	thought	of	an	English	middle-distance	runner	from	back	in	the	day	namedRoger	Bannister.
Book 2,"When	Bannister	was	trying	to	break	the	four-minute	mile	in	the
1950s,	experts	told	him	it	couldn’t	be	done,	but	that	didn’t	stop	him."
Book 2,"He	failed
again	and	again,	but	he	persevered,	and	when	he	ran	his	historic	mile	in	3:59.4
on	May	6,	1954,	he	didn’t	just	break	a	record,	he	broke	open	the	floodgates
simply	by	proving	it	possible."
Book 2,"Six	weeks	later,	his	record	was	eclipsed,	and	by
now	over	1,000	runners	have	done	what	was	once	thought	to	be	beyond	human
capability."
Book 2,"We	are	all	guilty	of	allowing	so-called	experts,	or	just	people	who	have	more
experience	in	a	given	field	than	we	do,	to	cap	our	potential."
Book 2,"One	of	the	reasons
we	love	sports	is	because	we	also	love	watching	those	glass	ceilings	get
shattered."
Book 2,"If	I	was	going	to	be	the	next	athlete	to	smash	popular	perception,	I’d
need	to	stop	listening	to	doubt,	whether	it	streamed	in	from	the	outside	or
bubbled	up	from	within,	and	the	best	way	to	do	that	was	to	decide	that	the	pull-
up	record	was	already	mine."
Book 2,"I	didn’t	know	when	it	would	officially	become
mine."
Book 2,"It	might	be	in	two	months	or	twenty	years,	but	once	I	decided	it	belonged
to	me	and	decoupled	it	from	the	calendar,	I	was	filled	with	confidence	and
relieved	of	any	and	all	pressure	because	my	task	morphed	from	trying	to	achieve
the	impossible	into	working	toward	an	inevitability."
Book 2,"But	to	get	there,	I’d	have	to
find	the	tactical	advantage	I’d	been	missing."
Book 2,A	tactical	review	is	the	final	and	most	vital	piece	of	any	live	autopsy	or	AAR.
Book 2,"And	while	I	had	improved	tactically	from	the	first	attempt—working	on	a	more
stable	bar	and	minimizing	wasted	energy—I	still	fell	800	reps	short,	so	we
needed	to	delve	deeper	into	the	numbers."
Book 2,"Six	pull-ups	per	minute	on	the	minute
had	failed	me	twice."
Book 2,"Yes,	it	placed	me	on	a	fast	track	to	4,020,	but	I	never	got
there."
Book 2,"This	time,	I	decided	to	start	slower	to	go	further."
Book 2,"I	also	knew	from
experience	that	I	would	hit	some	sort	of	wall	after	ten	hours	and	that	my
response	couldn’t	be	a	longer	break."
Book 2,"The	ten-hour	mark	smacked	me	in	my	face
twice	and	both	times	I	stopped	for	five	minutes	or	longer,	which	led	to	ultimate
failure	pretty	quickly."
Book 2,"I	needed	to	stay	true	to	my	strategy	and	limit	any	long
breaks	to	four	minutes	max."
Book 2,"Now,	about	that	pull-up	bar."
Book 2,"Yeah,	it	would	probably	tear	me	up	again,	so	I
needed	to	find	a	workaround."
Book 2,"According	to	the	rules,	I	wouldn’t	be	allowed	to
switch	up	the	distance	between	my	hands	mid-attempt."
Book 2,"The	width	would	have	to
remain	the	same	from	the	first	pull-up."
Book 2,"The	only	thing	I	could	change	would	be
how	I	was	going	to	protect	my	hands."
Book 2,"In	the	run-up	to	my	third	attempt,	Iexperimented	with	all	different	types	of	gloves."
Book 2,"I	also	got	clearance	to	use
custom	foam	pads	to	protect	my	palms."
Book 2,"I	remembered	seeing	a	couple	SEAL
buddies	use	slices	of	foam	mattresses	to	protect	their	hands	when	they	were
lifting	heavy	weights,	and	called	on	a	mattress	company	to	custom	design	form-
fitting	pads	for	my	hands."
Book 2,"Guinness	approved	the	equipment,	and	at	10	a.m.	on
January	19,	2013,	two	months	after	failing	for	the	second	time,	I	was	back	on	the
bar	at	Crossfit	Brentwood	Hills."
Book 2,I	started	slow	and	easy	with	five	pull-ups	on	the	minute.
Book 2,"I	didn’t	strap	my	foam
pads	with	tape."
Book 2,"I	just	held	them	in	place	around	the	bar,	and	they	seemed	to	work
well."
Book 2,"Within	an	hour	the	foam	had	formed	around	my	hands,	insulating	them
from	molten-iron	hell."
Book 2,Or	so	I	fucking	hoped.
Book 2,"At	around	the	two-hour,	600	rep
mark,	I	asked	Nandor	to	play	Going	the	Distance	on	a	loop."
Book 2,"I	felt	something
click	inside	and	went	full	cyborg."
Book 2,"I	found	a	rhythm	on	the	bar	and	between	sets	I	sat	on	a	weight	bench	and	stared
at	the	chalk-dusted	floor."
Book 2,"My	point	of	view	narrowed	into	tunnel	vision	as	I
prepared	my	mind	for	the	hell	that	was	to	come."
Book 2,"When	the	first	blister	opened	on
my	palm	I	knew	shit	was	about	to	get	real."
Book 2,"But	this	time,	thanks	to	my	failures
and	forensics,	I	was	ready."
Book 2,That	doesn’t	mean	I	was	having	any	fun.
Book 2,I	wasn’t.
Book 2,I	was	over	it.
Book 2,"I	didn’t	want	to
do	pull-ups	anymore,	but	achieving	goals	or	overcoming	obstacles	doesn’t	have
to	be	fun."
Book 2,Seeds	burst	from	the	inside	out	in	a	self-destructive	ritual	of	new	life.
Book 2,Does	that	sound	like	fucking	fun?
Book 2,Like	it	feels	good?
Book 2,"I	wasn’t	in	that	gym	to	get
happy	or	do	what	I	wanted	to	be	doing."
Book 2,"I	was	there	to	turn	myself	inside	out	if
that’s	what	it	took	to	blast	through	any	and	all	mental,	emotional,	and	physical
barriers."
Book 2,"After	twelve	hours,	I	finally	hit	3,000	pull-ups,	a	major	checkpoint	for	me,	and
felt	like	I’d	run	headfirst	into	a	wall."
Book 2,"I	was	exasperated,	in	agony,	and	my	hands
were	starting	to	come	apart	again."
Book 2,"I	was	still	a	long	way	from	the	record,	and	I
felt	all	the	eyeballs	in	the	room	upon	me."
Book 2,"With	them	came	the	crushing	weight	of
failure	and	humiliation."
Book 2,"Suddenly,	I	was	back	in	the	cage	during	my	third	Hell
Week,	taping	my	shins	and	ankles	before	mustering	up	with	a	new	BUD/S	class
who’d	heard	it	was	my	last	chance."
Book 2,"It	takes	great	strength	to	be	vulnerable	enough	to	put	your	ass	on	the	line,	inpublic,	and	work	toward	a	dream	that	feels	like	it’s	slipping	away."
Book 2,"We	all	have
eyeballs	on	us."
Book 2,"Our	family	and	friends	are	watching,	and	even	if	you’re
surrounded	by	positive	people,	they	will	have	ideas	about	who	you	are,	what
you’re	good	at,	and	how	you	should	focus	your	energy."
Book 2,"That	shit	is	just	human
nature,	and	if	you	try	to	break	out	of	their	box	you’ll	get	some	unsolicited	advice
that	has	a	way	of	smothering	your	aspirations	if	you	let	it."
Book 2,"Often	our	people	don’t
mean	any	harm."
Book 2,Nobody	who	cares	about	us	actually	wants	us	to	get	hurt.
Book 2,"They
want	us	to	be	safe,	comfortable,	and	happy,	and	not	to	have	to	stare	at	the	floor
in	a	dungeon	sifting	through	shards	of	our	broken	dreams."
Book 2,Too	bad.
Book 2,"There’s	a	lot
of	potential	in	those	moments	of	pain."
Book 2,"And	if	you	figure	out	how	to	piece	that
picture	back	together,	you’ll	find	a	hell	of	a	lot	of	power	there	too!
I	kept	my	break	to	just	four	minutes,	as	planned."
Book 2,"Long	enough	to	stuff	my	hands,
and	those	foam	pads,	into	a	pair	of	padded	gloves."
Book 2,"But	when	I	got	back	on	the
bar	I	felt	slow	and	weak."
Book 2,"Nandor,	his	wife,	and	the	other	volunteers	saw	my
struggle,	but	they	left	me	the	fuck	alone	to	put	in	my	ear	buds,	channel	Rocky
Balboa,	and	keep	grinding	one	rep	at	a	time."
Book 2,"I	went	from	four	pull-ups	on	the
minute	to	three,	and	found	my	cyborg	trance	again."
Book 2,"I	went	ugly,	I	got	dark."
Book 2,"I
imagined	my	pain	was	the	creation	of	a	mad	scientist	named	Stephen	Hyland,
the	evil	genius	who	was	in	temporary	possession	of	my	record	and	my	soul."
Book 2,"It
was	him!	That	motherfucker	was	torturing	me	from	across	the	globe,	and	it	was
up	to	me	and	only	me	to	keep	piling	up	numbers	and	steamroll	toward	him,	if	I
wanted	to	take	his	motherfucking	soul!
To	be	clear,	I	wasn’t	angry	with	Hyland—I	don’t	even	know	him!	I	went	there	to
find	the	edge	I	needed	to	keep	going."
Book 2,"I	got	personal	with	him	in	my	head,	not	out
of	overconfidence	or	envy,	but	to	drown	out	my	own	doubt."
Book 2,Life	is	a	head	game.
Book 2,This	was	just	the	latest	angle	I	used	to	win	a	game	within	that	game.
Book 2,"I	had	to	find
an	edge	somewhere,	and	if	you	find	it	in	the	person	standing	in	your	way,	that’s
potent."
Book 2,"As	the	hours	ticked	past	midnight	I	started	closing	the	distance	between	us,	but
the	pull-ups	weren’t	coming	fast	and	they	weren’t	coming	easy."
Book 2,"I	was	tired
mentally	and	physically,	deep	into	rhabdo,	and	I	was	down	to	three	pull-ups	a
minute."
Book 2,"When	I	hit	3,800	pull-ups	I	felt	like	I	could	see	the	mountain	top."
Book 2,"I	also
knew	it	was	possible	to	go	from	being	able	to	do	three	pull-ups	to	no	pull-ups	in
a	flash."
Book 2,"There	are	stories	of	people	at	Badwater	who	reached	mile	129	and
couldn’t	finish	a	135-mile	race!	You	never	know	when	you’ll	reach	your	100percent	and	hit	the	point	of	total	muscle	fatigue."
Book 2,"I	kept	waiting	for	that	moment
to	come,	when	I	couldn’t	pick	my	arms	up	anymore."
Book 2,"Doubt	stalked	me	like	a
shadow."
Book 2,"I	tried	my	best	to	control	it	or	silence	it,	yet	it	kept	reappearing,
following	me,	pushing	me."
Book 2,"After	seventeen	hours	of	pain,	around	3	a.m.	on	January	20,	2013,	I	did	my
4,020th	and	4,021st	pull-up,	and	the	record	was	mine."
Book 2,"Everyone	in	the	gym
cheered,	but	I	stayed	composed."
Book 2,"After	two	more	sets	and	4,030	total	pull-ups,	I
took	my	headphones	out,	stared	into	the	camera	and	said,	“I	tracked	you	down,
Stephen	Hyland!”
In	one	day,	I’d	lifted	the	equivalent	of	846,030	pounds,	nearly	three	times	the
weight	of	the	Space	Shuttle!	Cheers	spread	to	laughter	as	I	pulled	off	my	gloves
and	disappeared	into	the	back	room,	but	much	to	everyone’s	surprise,	I	was	not
in	the	mood	to	celebrate."
Book 2,Does	that	shock	you	too?
Book 2,"You	know	that	my	refrigerator	is	never	full,	and	it
never	will	be	because	I	live	a	mission-driven	life,	always	on	the	hunt	for	the	next
challenge."
Book 2,"That	mindset	is	the	reason	I	broke	that	record,	finished	Badwater,
became	a	SEAL,	rocked	Ranger	School,	and	on	down	the	list."
Book 2,"In	my	mind	I’m
that	racehorse	always	chasing	a	carrot	I’ll	never	catch,	forever	trying	to	prove
myself	to	myself."
Book 2,"And	when	you	live	that	way	and	attain	a	goal,	success	feels
anti-climactic."
Book 2,"Unlike	my	initial	shot	at	the	record,	my	success	barely	made	a	ripple	in	the	news
cycle."
Book 2,Which	was	just	fine.
Book 2,I	wasn’t	doing	it	for	adulation.
Book 2,"I	raised	some	money,
and	I	learned	all	I	could	from	that	pull-up	bar."
Book 2,"After	logging	more	than	67,000
pull-ups	in	nine	months,	it	was	time	to	put	them	in	my	Cookie	Jar	and	move	on."
Book 2,"Because	life	is	one	long	motherfucking	imaginary	game	that	has	no	scoreboard,
no	referee,	and	isn’t	over	until	we’re	dead	and	buried."
Book 2,And	all	I’d	ever	wanted	from	it	was	to	become	successful	in	my	own	eyes.
Book 2,"That
didn’t	mean	wealth	or	celebrity,	a	garage	full	of	hot	cars,	or	a	harem	of	beautiful
women	trailing	after	me."
Book 2,"It	meant	becoming	the	hardest	motherfucker	who	ever
lived."
Book 2,"Sure,	I	stacked	up	some	failures	along	the	way,	but	in	my	mind	the	record
proved	that	I	was	close."
Book 2,"Only	the	game	wasn’t	over,	and	being	hard	came	with
the	requirement	to	drain	every	drop	of	ability	from	my	mind,	body,	and	soul
before	the	whistle	blew.I	would	remain	in	constant	pursuit."
Book 2,I	wouldn’t	leave	anything	on	the	table.
Book 2,"I
wanted	to	earn	my	final	resting	place."
Book 2,"That’s	how	I	thought	back	then,	anyway."
Book 2,"Because	I	had	no	clue	how	close	to	the	end	I	already	was.CHALLENGE	#10
Think	about	your	most	recent	and	your	most	heart-wrenching	failures."
Book 2,"Break	out
that	journal	one	last	time."
Book 2,"Log	off	the	digital	version	and	write	them	out	long-
hand."
Book 2,"I	want	you	to	feel	this	process	because	you	are	about	to	file	your	own,
belated	After	Action	Reports."
Book 2,"First	off,	write	out	all	the	good	things,	everything	that	went	well,	from	your
failures."
Book 2,Be	detailed	and	generous	with	yourself.
Book 2,"A	lot	of	good	things	will	have
happened."
Book 2,It’s	rarely	all	bad.
Book 2,Then	note	how	you	handled	your	failure.
Book 2,"Did	it
affect	your	life	and	your	relationships?"
Book 2,How	so?
Book 2,"How	did	you	think	throughout	the	preparation	for	and	during	the	execution	stage
of	your	failure?"
Book 2,"You	have	to	know	how	you	were	thinking	at	each	step	because
it’s	all	about	mindset,	and	that’s	where	most	people	fall	short."
Book 2,Now	go	back	through	and	make	a	list	of	things	you	can	fix.
Book 2,"This	isn’t	time	to	be
soft	or	generous."
Book 2,"Be	brutally	honest,	write	them	all	out."
Book 2,Study	them.
Book 2,"Then	look	at
your	calendar	and	schedule	another	attempt	as	soon	as	possible."
Book 2,"If	the	failure
happened	in	childhood,	and	you	can’t	recreate	the	Little	League	all-star	game
you	choked	in,	I	still	want	you	to	write	that	report	because	you’ll	likely	be	able
to	use	that	information	to	achieve	any	goal	going	forward."
Book 2,"As	you	prepare,	keep	that	AAR	handy,	consult	your	Accountability	Mirror,	and
make	all	necessary	adjustments."
Book 2,"When	it	comes	time	to	execute,	keep	everything
we’ve	learned	about	the	power	of	a	calloused	mind,	the	Cookie	Jar,	and	The
40%	Rule	in	the	forefront	of	your	mind."
Book 2,Control	your	mindset.
Book 2,"Dominate	your
thought	process."
Book 2,This	life	is	all	a	fucking	mind	game.
Book 2,Realize	that.
Book 2,"Own	it!
And	if	you	fail	again,	so	the	fuck	be	it."
Book 2,Take	the	pain.
Book 2,"Repeat	these	steps	and
keep	fighting."
Book 2,That’s	what	it’s	all	about.
Book 2,"Share	your	stories	from	preparation,
training,	and	execution	on	social	media	with	the	hashtags	#canthurtme
#empowermentoffailure.CHAPTER	ELEVEN
11."
Book 2,WHAT	IF?
Book 2,Before	the	race	even	kicked	off	I	knew	I	was	fucked.
Book 2,"In	2014,	the	National	Park
Service	wouldn’t	approve	the	traditional	Badwater	course,	so	Chris	Kostman
redrew	the	map."
Book 2,"Instead	of	starting	in	Death	Valley	National	Park	and	running
forty-two	miles	through	the	hottest	desert	on	the	planet,	it	would	launch	further
upcountry	at	the	base	of	a	twenty-two-mile	climb."
Book 2,That	wasn’t	my	problem.
Book 2,"It
was	the	fact	that	I	toed	the	line	eleven	pounds	over	my	usual	race	weight,	and
had	gained	ten	of	those	pounds	in	the	previous	seven	days."
Book 2,I	wasn’t	a	fat	ass.
Book 2,"To
the	average	eye	I	looked	fit,	but	Badwater	wasn’t	an	average	race."
Book 2,"To	run	and
finish	strong,	my	condition	needed	to	be	tip	top,	and	I	was	far	from	it."
Book 2,"Whatever
was	happening	to	me	came	as	a	shock,	because	after	two	years	of	substandard
running,	I	thought	I’d	gotten	my	powers	back."
Book 2,"The	previous	January	I’d	won	a	one-hundred-kilometer	glacial	trail	race	called
Frozen	Otter."
Book 2,It	wasn’t	as	hard	as	the	Hurt	100	but	it	was	close.
Book 2,"Set	in
Wisconsin,	just	outside	Milwaukee,	the	course	laid	out	like	a	lopsided	figure
eight,	with	the	start-finish	at	the	center."
